id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,adv_response_url,alternate_url,relations,employer,name,url,alternate_url,logo_urls,90,240,vacancies_url,trusted,snippet,responsibility,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary
70565313,False,"Аналитик, консультант 1С 8",,False,False,"{'id': '1003', 'name': 'Гомель', 'url': 'https://api.hh.ru/areas/1003'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Гомель', 'street': 'Базовая улица', 'building': '3', 'description': None, 'lat': 52.429234, 'lng': 30.913104, 'raw': 'Гомель, Базовая улица, 3', 'metro': None, 'metro_stations': [], 'id': '2465635'}",,,2022-09-30T09:48:49+0300,2022-09-30T09:48:49+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70565313,,https://api.hh.ru/vacancies/70565313?host=hh.ru,https://api.hh.ru/vacancies/70565313/adv_response?host=hh.ru,https://hh.ru/vacancy/70565313,[],"{'id': '3958108', 'name': 'Стеклолюкс', 'url': 'https://api.hh.ru/employers/3958108', 'alternate_url': 'https://hh.ru/employer/3958108', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3329816.png', '240': 'https://hhcdn.ru/employer-logo/3329817.png', 'original': 'https://hhcdn.ru/employer-logo-original/722180.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3958108', 'trusted': True}","Аналитик, консультант 1С 8",https://api.hh.ru/vacancies/70565313?host=hh.ru,https://hh.ru/vacancy/70565313,,,,,,"{'requirement': None, 'responsibility': 'Коммуникация с заказчиком и командой разработчиков. - Постановка задач разработчикам на основании информации поступившей от пользователей. - Сопровождение пользователей.'}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
70039697,False,Маркетолог-аналитик,,False,False,"{'id': '1003', 'name': 'Гомель', 'url': 'https://api.hh.ru/areas/1003'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2022-10-02T15:26:42+0300,2022-10-02T15:26:42+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70039697,,https://api.hh.ru/vacancies/70039697?host=hh.ru,https://api.hh.ru/vacancies/70039697/adv_response?host=hh.ru,https://hh.ru/vacancy/70039697,[],"{'id': '584934', 'name': 'ЮрСпектр', 'url': 'https://api.hh.ru/employers/584934', 'alternate_url': 'https://hh.ru/employer/584934', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/939859.jpg', '240': 'https://hhcdn.ru/employer-logo/4199981.jpeg', '90': 'https://hhcdn.ru/employer-logo/4199980.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=584934', 'trusted': True}",Маркетолог-аналитик,https://api.hh.ru/vacancies/70039697?host=hh.ru,https://hh.ru/vacancy/70039697,,,,,,"{'requirement': 'Опыт работы маркетологом-<highlighttext>аналитиком</highlighttext> от года. Высшее образование (маркетинг, социология, психология, математика и т.п.). Знание методов и маркетинговых инструментов...', 'responsibility': 'Организация и проведение маркетинговых исследований: Конкурентный и анализ рынка. Анализ данных. Опросы/интервью с пользователями. Подготовка отчетов по исследованиям. '}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
70145646,False,Бизнес-аналитик,,False,False,"{'id': '1003', 'name': 'Гомель', 'url': 'https://api.hh.ru/areas/1003'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Гомель', 'street': 'улица Лепешинского', 'building': '9Б', 'description': None, 'lat': 52.4786267155, 'lng': 30.9988787057, 'raw': 'Гомель, улица Лепешинского, 9Б', 'metro': None, 'metro_stations': [], 'id': '2432571'}",,,2022-09-22T11:04:16+0300,2022-09-22T11:04:16+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70145646,,https://api.hh.ru/vacancies/70145646?host=hh.ru,https://api.hh.ru/vacancies/70145646/adv_response?host=hh.ru,https://hh.ru/vacancy/70145646,[],"{'id': '2279151', 'name': 'Элитсофт', 'url': 'https://api.hh.ru/employers/2279151', 'alternate_url': 'https://hh.ru/employer/2279151', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/953645.jpg', '240': 'https://hhcdn.ru/employer-logo/4255113.jpeg', '90': 'https://hhcdn.ru/employer-logo/4255112.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2279151', 'trusted': True}",Бизнес-аналитик,https://api.hh.ru/vacancies/70145646?host=hh.ru,https://hh.ru/vacancy/70145646,,,,,,"{'requirement': 'Целеустремленным. Коммуникабельным. Ответственным. Аккуратным. Самостоятельным. Умеющим планировать, ставить цели. Желающим достигать результата во что бы то ни стало. ', 'responsibility': 'Участие в региональных проектах по интеграции, разработке, сопровождению и конвертации автоматизированных систем на базе 1С:Предприятие. Ты являешься проводником...'}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
70703151,False,Web-дизайнер,,False,False,"{'id': '1003', 'name': 'Гомель', 'url': 'https://api.hh.ru/areas/1003'}","{'from': 1000, 'to': None, 'currency': 'BYR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2022-10-03T17:46:10+0300,2022-10-03T17:46:10+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70703151,,https://api.hh.ru/vacancies/70703151?host=hh.ru,https://api.hh.ru/vacancies/70703151/adv_response?host=hh.ru,https://hh.ru/vacancy/70703151,[],"{'id': '3488857', 'name': 'Казун А.И.', 'url': 'https://api.hh.ru/employers/3488857', 'alternate_url': 'https://hh.ru/employer/3488857', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3488857', 'trusted': True}",Web-дизайнер,https://api.hh.ru/vacancies/70703151?host=hh.ru,https://hh.ru/vacancy/70703151,,,,,,"{'requirement': 'Наличие портфолио, минимум 2-3 работы. Разумный перфекционизм. Сосредоточенность. Исполнительность, ответственность, внимание к деталям. Умение разбираться в структуре сложных задач...', 'responsibility': 'Отрисовка дизайна многостраничных и одностраничных сайтов. Отрисовка иконок, иллюстраций. Проектирование веб-интерфейсов на платформе Tilda Publishing. Обработка фотографий. '}",,,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False
69548377,False,Разработчик Android,,False,False,"{'id': '1003', 'name': 'Гомель', 'url': 'https://api.hh.ru/areas/1003'}","{'from': 2500, 'to': 4500, 'currency': 'USD', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2022-10-03T11:33:43+0300,2022-10-03T11:33:43+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=69548377,,https://api.hh.ru/vacancies/69548377?host=hh.ru,https://api.hh.ru/vacancies/69548377/adv_response?host=hh.ru,https://hh.ru/vacancy/69548377,[],"{'id': '3981703', 'name': 'СофтКорп', 'url': 'https://api.hh.ru/employers/3981703', 'alternate_url': 'https://hh.ru/employer/3981703', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/5558841.jpeg', '90': 'https://hhcdn.ru/employer-logo/5558840.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/984505.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3981703', 'trusted': True}",Разработчик Android,https://api.hh.ru/vacancies/69548377?host=hh.ru,https://hh.ru/vacancy/69548377,,,,,,"{'requirement': 'Разработка на Kotlin от 3-х лет. Android от 3 -х лет в коммерческой разработке. Знание паттернов проектирования. ', 'responsibility': 'Разработка мобильных приложений под платформу Android. Взаимодействие с <highlighttext>аналитиками</highlighttext>, дизайнерами и тестировщиками. Выявление и исправление ошибок в работе текущих разработок. '}",,,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False
70589717,False,Стажер в центр поддержки аудита (Гомель),,False,False,"{'id': '1003', 'name': 'Гомель', 'url': 'https://api.hh.ru/areas/1003'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2022-09-30T16:58:24+0300,2022-09-30T16:58:24+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70589717,,https://api.hh.ru/vacancies/70589717?host=hh.ru,https://api.hh.ru/vacancies/70589717/adv_response?host=hh.ru,https://hh.ru/vacancy/70589717,[],"{'id': '764863', 'name': 'Кэпт', 'url': 'https://api.hh.ru/employers/764863', 'alternate_url': 'https://hh.ru/employer/764863', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=764863', 'trusted': True}",Стажер в центр поддержки аудита (Гомель),https://api.hh.ru/vacancies/70589717?host=hh.ru,https://hh.ru/vacancy/70589717,,,,,,"{'requirement': 'Также Студентов или выпускников экономической специальности (желательно в направлении ""бух. учет, анализ, аудит"", ""финансы"", ""МЭО"" и т.п.). ', 'responsibility': 'Выверку арифметической точности финансовых документов. Простые операции с базами данных в Excel, <highlighttext>аналитику</highlighttext> данных. Форматирование отчетов, сверки данных, обработка финансовой...'}",,,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False
70580484,False,Координатор отдела обучения,,False,False,"{'id': '1003', 'name': 'Гомель', 'url': 'https://api.hh.ru/areas/1003'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2022-09-30T14:08:27+0300,2022-09-30T14:08:27+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70580484,,https://api.hh.ru/vacancies/70580484?host=hh.ru,https://api.hh.ru/vacancies/70580484/adv_response?host=hh.ru,https://hh.ru/vacancy/70580484,[],"{'id': '851604', 'name': 'Andersen', 'url': 'https://api.hh.ru/employers/851604', 'alternate_url': 'https://hh.ru/employer/851604', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/950652.png', '240': 'https://hhcdn.ru/employer-logo/4243145.png', '90': 'https://hhcdn.ru/employer-logo/4243144.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=851604', 'trusted': True}",Координатор отдела обучения,https://api.hh.ru/vacancies/70580484?host=hh.ru,https://hh.ru/vacancy/70580484,,,,,,"{'requirement': 'Понимание процесса создания, построения и наполнения учебных курсов. Отличные коммуникативные навыки. Умение структурировать и систематизировать информацию. Опытный пользователь ПК. ', 'responsibility': 'Организация и сопровождение тренингов, общение с тренерами, формирование учебного контента. Работа с платформой Moodle (создание курсов и тестов для курсов...'}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
70371652,False,Game Data Analyst,,False,False,"{'id': '1003', 'name': 'Гомель', 'url': 'https://api.hh.ru/areas/1003'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Гомель', 'street': 'Советская улица', 'building': '157', 'description': None, 'lat': 52.472889, 'lng': 30.979031, 'raw': 'Гомель, Советская улица, 157', 'metro': None, 'metro_stations': [], 'id': '1190675'}",,,2022-09-26T17:46:51+0300,2022-09-26T17:46:51+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70371652,,https://api.hh.ru/vacancies/70371652?host=hh.ru,https://api.hh.ru/vacancies/70371652/adv_response?host=hh.ru,https://hh.ru/vacancy/70371652,[],"{'id': '780623', 'name': 'ZiMAD', 'url': 'https://api.hh.ru/employers/780623', 'alternate_url': 'https://hh.ru/employer/780623', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/1849474.png', 'original': 'https://hhcdn.ru/employer-logo-original/351802.png', '240': 'https://hhcdn.ru/employer-logo/1849475.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=780623', 'trusted': True}",Game Data Analyst,https://api.hh.ru/vacancies/70371652?host=hh.ru,https://hh.ru/vacancy/70371652,,,,,,"{'requirement': 'Превращать данные о действиях игроков в конкретные рекомендации. Наличие опыта работы с <highlighttext>аналитикой</highlighttext> в играх, сервисах или приложениях. ', 'responsibility': 'Нам нужен человек, который будет вести data-driven сопровождение разработки и развития наших игровых проектов. Внедрять средства <highlighttext>аналитики</highlighttext> в игровые...'}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
70346148,False,Технический писатель,,False,False,"{'id': '1003', 'name': 'Гомель', 'url': 'https://api.hh.ru/areas/1003'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Гомель', 'street': 'улица Кирова', 'building': '32А', 'description': None, 'lat': 52.431189, 'lng': 31.003906, 'raw': 'Гомель, улица Кирова, 32А', 'metro': None, 'metro_stations': [], 'id': '3224629'}",,,2022-09-26T12:17:35+0300,2022-09-26T12:17:35+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70346148,,https://api.hh.ru/vacancies/70346148?host=hh.ru,https://api.hh.ru/vacancies/70346148/adv_response?host=hh.ru,https://hh.ru/vacancy/70346148,[],"{'id': '32969', 'name': 'Интервейл', 'url': 'https://api.hh.ru/employers/32969', 'alternate_url': 'https://hh.ru/employer/32969', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/225195.PNG', '90': 'https://hhcdn.ru/employer-logo/680594.png', '240': 'https://hhcdn.ru/employer-logo/680595.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=32969', 'trusted': True}",Технический писатель,https://api.hh.ru/vacancies/70346148?host=hh.ru,https://hh.ru/vacancy/70346148,,,,,,"{'requirement': 'Быть опытным пользователем ПК. Грамотный русский язык (устный и письменный). Английский Intermediate как плюс. Владеть базовыми знаниями IT, понимать принцип...', 'responsibility': 'Поддержка существующей технической документации в актуальном состоянии. Взаимодействие с проектной командой (менеджеры проектов, <highlighttext>аналитики</highlighttext>, разработчики, дизайнеры, тестировщики) и заказчиками, сбор...'}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
55336089,False,IOS разработчик,,False,False,"{'id': '1003', 'name': 'Гомель', 'url': 'https://api.hh.ru/areas/1003'}","{'from': 2500, 'to': 4500, 'currency': 'USD', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2022-09-26T09:22:17+0300,2022-09-26T09:22:17+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=55336089,,https://api.hh.ru/vacancies/55336089?host=hh.ru,https://api.hh.ru/vacancies/55336089/adv_response?host=hh.ru,https://hh.ru/vacancy/55336089,[],"{'id': '3981703', 'name': 'СофтКорп', 'url': 'https://api.hh.ru/employers/3981703', 'alternate_url': 'https://hh.ru/employer/3981703', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/5558841.jpeg', '90': 'https://hhcdn.ru/employer-logo/5558840.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/984505.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3981703', 'trusted': True}",IOS разработчик,https://api.hh.ru/vacancies/55336089?host=hh.ru,https://hh.ru/vacancy/55336089,,,,,,"{'requirement': 'Опыт коммерческой iOS разработки от 2-х лет. - Отличные знания Swift. - Знание паттернов проектирования. Приветствуется: - Опыт использования архитектуры VIPER. - ', 'responsibility': 'Чем предстоит заниматься: - Разработка мобильных приложений под платформу iOS. - Взаимодействие с <highlighttext>аналитиками</highlighttext>, дизайнерами и тестировщиками. - Выявление и исправление ошибок в...'}",,,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False
