id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,adv_response_url,alternate_url,relations,employer,name,url,alternate_url,logo_urls,90,240,vacancies_url,trusted,snippet,responsibility,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary
68995383,False,Младший Бизнес-аналитик 1С,,False,False,"{'id': '73', 'name': 'Петрозаводск', 'url': 'https://api.hh.ru/areas/73'}","{'from': 24000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Петрозаводск', 'street': 'Первомайский проспект', 'building': '54', 'description': None, 'lat': 61.801057, 'lng': 34.31197, 'raw': 'Петрозаводск, Первомайский проспект, 54', 'metro': None, 'metro_stations': [], 'id': '6416407'}",,,2022-09-16T10:30:21+0300,2022-09-16T10:30:21+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=68995383,,https://api.hh.ru/vacancies/68995383?host=hh.ru,https://api.hh.ru/vacancies/68995383/adv_response?host=hh.ru,https://hh.ru/vacancy/68995383,[],"{'id': '2425995', 'name': 'Неосистемы ИТ', 'url': 'https://api.hh.ru/employers/2425995', 'alternate_url': 'https://hh.ru/employer/2425995', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/1806143.png', '90': 'https://hhcdn.ru/employer-logo/1806142.png', 'original': 'https://hhcdn.ru/employer-logo-original/340969.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2425995', 'trusted': True}",Младший Бизнес-аналитик 1С,https://api.hh.ru/vacancies/68995383?host=hh.ru,https://hh.ru/vacancy/68995383,,,,,,"{'requirement': 'Оконченное среднее или высшее образование, а также студенты старших курсов. Ответственность, желание работать и обучаться, стремление помочь клиентам.', 'responsibility': 'Консультирование пользователей по работе с программными продуктами ""1С"" (присутствует специализация по областям: бухгалтерский учет, оперативный учет, управленческий учет, налоговый...'}",,,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False
49102619,False,Аналитик 1С,,False,False,"{'id': '73', 'name': 'Петрозаводск', 'url': 'https://api.hh.ru/areas/73'}","{'from': 45000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2022-09-12T11:20:13+0300,2022-09-12T11:20:13+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=49102619,,https://api.hh.ru/vacancies/49102619?host=hh.ru,https://api.hh.ru/vacancies/49102619/adv_response?host=hh.ru,https://hh.ru/vacancy/49102619,[],"{'id': '172', 'name': '1C-Рарус', 'url': 'https://api.hh.ru/employers/172', 'alternate_url': 'https://hh.ru/employer/172', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/233640.png', '90': 'https://hhcdn.ru/employer-logo/650165.png', '240': 'https://hhcdn.ru/employer-logo/650166.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=172', 'trusted': True}",Аналитик 1С,https://api.hh.ru/vacancies/49102619?host=hh.ru,https://hh.ru/vacancy/49102619,,,,,,"{'requirement': 'Законченное высшее техническое или экономическое образование. Активная жизненная позиция, стремление к профессиональному росту и развитию. Аналитический склад ума. ', 'responsibility': 'Изучать программы 1С:ERP, 1C:Управление холдингом, 1С:Документооборот, 1С:Зарплата и управление персоналом, 1С...'}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
68995366,False,Бизнес-аналитик 1С,,False,False,"{'id': '73', 'name': 'Петрозаводск', 'url': 'https://api.hh.ru/areas/73'}","{'from': 50000, 'to': 100000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Петрозаводск', 'street': 'Первомайский проспект', 'building': '54', 'description': None, 'lat': 61.801057, 'lng': 34.31197, 'raw': 'Петрозаводск, Первомайский проспект, 54', 'metro': None, 'metro_stations': [], 'id': '6416407'}",,,2022-09-16T10:30:36+0300,2022-09-16T10:30:36+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=68995366,,https://api.hh.ru/vacancies/68995366?host=hh.ru,https://api.hh.ru/vacancies/68995366/adv_response?host=hh.ru,https://hh.ru/vacancy/68995366,[],"{'id': '2425995', 'name': 'Неосистемы ИТ', 'url': 'https://api.hh.ru/employers/2425995', 'alternate_url': 'https://hh.ru/employer/2425995', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/1806143.png', '90': 'https://hhcdn.ru/employer-logo/1806142.png', 'original': 'https://hhcdn.ru/employer-logo-original/340969.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2425995', 'trusted': True}",Бизнес-аналитик 1С,https://api.hh.ru/vacancies/68995366?host=hh.ru,https://hh.ru/vacancy/68995366,,,,,,"{'requirement': 'Бизнес-<highlighttext>аналитик</highlighttext> 1С (с опытом). Высшее образование. Наличие практического опыта внедрения/сопровождения корпоративной системы на базе 1С:УТ...', 'responsibility': 'Консультирование пользователей по работе с программными продуктами ""1С"" (присутствует специализация по областям: регламентированный учет, оперативный учет, управленческий учет, производство...'}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
70506462,False,Главный кредитный аналитик,,False,False,"{'id': '73', 'name': 'Петрозаводск', 'url': 'https://api.hh.ru/areas/73'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Петрозаводск', 'street': 'улица Куйбышева', 'building': '4', 'description': None, 'lat': 61.788399, 'lng': 34.380215, 'raw': 'Петрозаводск, улица Куйбышева, 4', 'metro': None, 'metro_stations': [], 'id': '911821'}",,,2022-09-29T14:36:39+0300,2022-09-29T14:36:39+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70506462,,https://api.hh.ru/vacancies/70506462?host=hh.ru,https://api.hh.ru/vacancies/70506462/adv_response?host=hh.ru,https://hh.ru/vacancy/70506462,[],"{'id': '4181', 'name': 'Банк ВТБ (ПАО)', 'url': 'https://api.hh.ru/employers/4181', 'alternate_url': 'https://hh.ru/employer/4181', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/2369889.png', '90': 'https://hhcdn.ru/employer-logo/2369888.png', 'original': 'https://hhcdn.ru/employer-logo-original/482009.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4181', 'trusted': True}",Главный кредитный аналитик,https://api.hh.ru/vacancies/70506462?host=hh.ru,https://hh.ru/vacancy/70506462,,,,,,"{'requirement': 'Высшее экономическое образование. Наличие опыта работы по кредитованию юридических лиц. Навыки анализа финансово-хозяйственной деятельности предприятия.', 'responsibility': 'Проведение финансово-экономического анализа клиента и подготовка заключения. Представление и защита сделки на кредитном комитете. Оформление кредитных сделок. '}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
68732709,False,Помощник руководителя для запуска математического образовательного проекта,,False,False,"{'id': '73', 'name': 'Петрозаводск', 'url': 'https://api.hh.ru/areas/73'}","{'from': 30000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Петрозаводск', 'street': 'район Центр, Красная улица', 'building': '10', 'description': None, 'lat': 61.790946, 'lng': 34.358143, 'raw': 'Петрозаводск, район Центр, Красная улица, 10', 'metro': None, 'metro_stations': [], 'id': '638421'}",,,2022-09-29T15:41:08+0300,2022-09-29T15:41:08+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=68732709,,https://api.hh.ru/vacancies/68732709?host=hh.ru,https://api.hh.ru/vacancies/68732709/adv_response?host=hh.ru,https://hh.ru/vacancy/68732709,[],"{'id': '2117722', 'name': 'Школа скорочтения и развития интеллекта IQ007 (ИП Матвеев Игорь Павлович)', 'url': 'https://api.hh.ru/employers/2117722', 'alternate_url': 'https://hh.ru/employer/2117722', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/1658299.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/303981.jpg', '90': 'https://hhcdn.ru/employer-logo/1658298.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2117722', 'trusted': True}",Помощник руководителя для запуска математического образовательного проекта,https://api.hh.ru/vacancies/68732709?host=hh.ru,https://hh.ru/vacancy/68732709,,,,,,"{'requirement': 'Владеть excel на уровне подготовки сводных таблиц, формул, бизнес-<highlighttext>аналитики</highlighttext>. Обладать продвинутым уровнем тайм-менеджмента и личной продуктивности, уметь работать...', 'responsibility': 'Изучить работу в crm и erp системах и освоить работу на уровне продвинутого пользователя для настройки и отладки процессов. '}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],"[{'id': 'start_after_sixteen', 'name': 'Можно начинать работать после 16:00'}]",False
70013069,False,Ревизор,,False,False,"{'id': '73', 'name': 'Петрозаводск', 'url': 'https://api.hh.ru/areas/73'}","{'from': 40000, 'to': 40000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2022-10-02T10:21:54+0300,2022-10-02T10:21:54+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70013069,,https://api.hh.ru/vacancies/70013069?host=hh.ru,https://api.hh.ru/vacancies/70013069/adv_response?host=hh.ru,https://hh.ru/vacancy/70013069,[],"{'id': '4038703', 'name': 'Пинта', 'url': 'https://api.hh.ru/employers/4038703', 'alternate_url': 'https://hh.ru/employer/4038703', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/949606.png', '240': 'https://hhcdn.ru/employer-logo/4238961.png', '90': 'https://hhcdn.ru/employer-logo/4238960.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4038703', 'trusted': True}",Ревизор,https://api.hh.ru/vacancies/70013069?host=hh.ru,https://hh.ru/vacancy/70013069,,,,,,"{'requirement': 'Опыт проведения инвентаризаций приветствуется. Знание программ MS Office (Word, Excel). Ответственность, дисциплинированность, внимание к деталям.', 'responsibility': 'Проведение выездных ревизий в розничных точках сети. Контроль соблюдения сотрудниками мероприятий, связанных с ревизиями. Составление актов по результатам проверки, выявление...'}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
51090925,False,"Региональный менеджер Rexant, PROconnect, Neon-Night (СДС)",,False,False,"{'id': '73', 'name': 'Петрозаводск', 'url': 'https://api.hh.ru/areas/73'}","{'from': 80000, 'to': 100000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Петрозаводск', 'street': 'район Голиковка, Повенецкая улица', 'building': '16с2', 'description': None, 'lat': 61.771271, 'lng': 34.352115, 'raw': 'Петрозаводск, район Голиковка, Повенецкая улица, 16с2', 'metro': None, 'metro_stations': [], 'id': '692085'}",,,2022-09-28T17:44:24+0300,2022-09-28T17:44:24+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=51090925,,https://api.hh.ru/vacancies/51090925?host=hh.ru,https://api.hh.ru/vacancies/51090925/adv_response?host=hh.ru,https://hh.ru/vacancy/51090925,[],"{'id': '1591021', 'name': 'BSG engineering company', 'url': 'https://api.hh.ru/employers/1591021', 'alternate_url': 'https://hh.ru/employer/1591021', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3738203.jpeg', '240': 'https://hhcdn.ru/employer-logo/3738204.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/824329.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1591021', 'trusted': True}","Региональный менеджер Rexant, PROconnect, Neon-Night (СДС)",https://api.hh.ru/vacancies/51090925?host=hh.ru,https://hh.ru/vacancy/51090925,,,,,,"{'requirement': 'Опыт работы на аналогичной должности от 2-х лет. Знание рынка электротехники будет преимуществом. Понимание дистрибьюторской модели продаж. ', 'responsibility': 'Разработка и реализация маркетинговых активностей. Развитие ключевых клиентов партнера. Разработка и <highlighttext>аналитика</highlighttext> требуемых эффективных инструментов продаж на базе выделенного дистрибьютора.'}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
69528696,False,Маркетолог,,False,False,"{'id': '73', 'name': 'Петрозаводск', 'url': 'https://api.hh.ru/areas/73'}","{'from': 35000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2022-09-28T08:48:47+0300,2022-09-28T08:48:47+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=69528696,,https://api.hh.ru/vacancies/69528696?host=hh.ru,https://api.hh.ru/vacancies/69528696/adv_response?host=hh.ru,https://hh.ru/vacancy/69528696,[],"{'id': '5588543', 'name': 'Социальная сфера', 'url': 'https://api.hh.ru/employers/5588543', 'alternate_url': 'https://hh.ru/employer/5588543', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5588543', 'trusted': True}",Маркетолог,https://api.hh.ru/vacancies/69528696?host=hh.ru,https://hh.ru/vacancy/69528696,,,,,,"{'requirement': 'И у вас есть опыт, пусть и небольшой, в следующих направлениях:', 'responsibility': 'создания и запуска рекламных кампаний в Яндекс Директе, Google Ads (создание РК, контроль бюджета, <highlighttext>аналитика</highlighttext> результатов). Особенно важно умение создавать...'}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
53672485,False,"Региональный представитель Группы компаний ""IEK""",,False,False,"{'id': '73', 'name': 'Петрозаводск', 'url': 'https://api.hh.ru/areas/73'}","{'from': 55000, 'to': 105000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Петрозаводск', 'street': 'район Голиковка, Повенецкая улица', 'building': '16с2', 'description': None, 'lat': 61.771271, 'lng': 34.352115, 'raw': 'Петрозаводск, район Голиковка, Повенецкая улица, 16с2', 'metro': None, 'metro_stations': [], 'id': '692085'}",,,2022-09-28T17:44:27+0300,2022-09-28T17:44:27+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=53672485,,https://api.hh.ru/vacancies/53672485?host=hh.ru,https://api.hh.ru/vacancies/53672485/adv_response?host=hh.ru,https://hh.ru/vacancy/53672485,[],"{'id': '1591021', 'name': 'BSG engineering company', 'url': 'https://api.hh.ru/employers/1591021', 'alternate_url': 'https://hh.ru/employer/1591021', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3738203.jpeg', '240': 'https://hhcdn.ru/employer-logo/3738204.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/824329.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1591021', 'trusted': True}","Региональный представитель Группы компаний ""IEK""",https://api.hh.ru/vacancies/53672485?host=hh.ru,https://hh.ru/vacancy/53672485,,,,,,"{'requirement': 'Опыт работы на аналогичной должности от 2-х лет. Знание рынка электротехники будет преимуществом. Навыки ведения переговоров, знание техник продаж. ', 'responsibility': 'Выполнение оперативных, стратегических, плановых задач (цикл: ежемесячно и ежеквартально). Планирование, отчетность. Разработка и <highlighttext>аналитика</highlighttext> требуемых эффективных инструментов продаж на базе...'}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
70431096,False,Ведущий менеджер по закупкам,,False,False,"{'id': '73', 'name': 'Петрозаводск', 'url': 'https://api.hh.ru/areas/73'}","{'from': 50000, 'to': 50000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2022-09-27T20:32:10+0300,2022-09-27T20:32:10+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70431096,,https://api.hh.ru/vacancies/70431096?host=hh.ru,https://api.hh.ru/vacancies/70431096/adv_response?host=hh.ru,https://hh.ru/vacancy/70431096,[],"{'id': '5332849', 'name': 'Балабкин Дмитрий Сергеевич', 'url': 'https://api.hh.ru/employers/5332849', 'alternate_url': 'https://hh.ru/employer/5332849', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5332849', 'trusted': True}",Ведущий менеджер по закупкам,https://api.hh.ru/vacancies/70431096?host=hh.ru,https://hh.ru/vacancy/70431096,,,,,,"{'requirement': 'Умение работать с большим объемом информации. Контроль наличия товара на складе и своевременное пополнение запасов. Владение основ делового общения.', 'responsibility': 'Общение с поставщиками по заявкам и счетам. <highlighttext>Аналитика</highlighttext> новинок фабрик и поиск новых поставщиков. Оформление претензий и рекламаций на фабрику...'}",,,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
